job_id,job_role,experience_level,years_of_experience,education_level,skills,tools_and_technologies,certifications,industry,employment_type,location,company_size,annual_salary_usd,remote_friendly
3512,Data Scientist,Mid,4,PhD,"Python, Communication, Problem Solving, Machine Learning, Storytelling, Statistics, Feature Engineering, Pandas","MLflow, scikit-learn, Jupyter",AWS ML Specialty,Tech,Full-time,"Sydney, Australia",Large,108288,No
3513,Computer Vision Engineer,Entry,1,Master's,"CNNs, PyTorch, CUDA, OpenCV, Computer Vision","Roboflow, PyTorch, CUDA",NVIDIA DLI,Healthcare,Full-time,"Austin, TX",Large,84378,Hybrid
3514,NLP Engineer,Senior,12,PhD,"Language Models, BERT, PyTorch, Python, NLP",FastAPI,DeepLearning.AI NLP,Healthcare,Full-time,"New York, NY",Startup,202230,No
3515,AI Researcher,Senior,7,Bachelor's,"Experimentation, Python, Pandas, Research, Mathematics, Publications, LaTeX",Weights & Biases,NeurIPS Paper,Robotics,Contract,"Denver, CO",Large,293826,No
3516,ML Engineer,Mid,6,PhD,"PyTorch, Kubernetes, Docker, Excel, Cloud (AWS/GCP/Azure)","FastAPI, TensorFlow",AWS ML Specialty,Automotive,Contract,"Paris, France",Startup,160673,Yes
3517,Data Analyst,Mid,4,Master's,"Reporting, Data Cleaning, SQL, Python, Tableau, Business Intelligence, Git","Tableau, Google Sheets",Google Data Analytics,E-commerce,Remote,"Berlin, Germany",Large,90352,Yes
3518,Data Analyst,Mid,2,Master's,"Business Intelligence, APIs, Tableau, Visualization, Data Cleaning, Excel",Tableau,Tableau Desktop Specialist,Retail,Full-time,Remote,Large,93685,Yes
3519,Quant Researcher,Mid,3,Bachelor's,"Problem Solving, R, Stochastic Calculus, Backtesting, Risk Modeling","QuantLib, R",,Hedge Fund,Contract,"Dublin, Ireland",Mid-size,195979,Hybrid
3520,NLP Engineer,Mid,2,Bachelor's,"BERT, Transformers, Communication, Language Models, Hugging Face, Python, Tokenization","PyTorch, spaCy, FastAPI",,Finance,Full-time,Washington DC,Mid-size,122473,Hybrid
3521,Data Analyst,Mid,2,Bachelor's,"Power BI, Tableau, Linux, Business Intelligence, Visualization, Statistics, Reporting","Google Sheets, Excel",Tableau Desktop Specialist,Retail,Full-time,"Berlin, Germany",Large,98144,No
3522,AI Product Manager,Senior,7,Bachelor's,"User Research, SQL, Problem Solving, Strategy, Data Analysis, Communication","Mixpanel, Tableau",PMI-ACP,Healthcare,Full-time,"Los Angeles, CA",Mid-size,188548,No
3523,Data Scientist,Senior,14,Bachelor's,"Feature Engineering, Statistics, Python, Scikit-learn, Pandas","MLflow, Tableau, Spark",,E-commerce,Full-time,"Berlin, Germany",Large,151109,No
3524,NLP Engineer,Entry,0,Master's,"BERT, NLP, Deep Learning, Transformers, Tokenization, Language Models, Machine Learning, Text Processing",PyTorch,DeepLearning.AI NLP,Tech,Full-time,"Berlin, Germany",Mid-size,103701,Yes
3525,Data Analyst,Mid,4,Bachelor's,"SQL, Power BI, Reporting, Statistics, Data Cleaning, Mathematics, Communication","Excel, Tableau, Looker",Google Data Analytics,Education,Contract,"New York, NY",Large,96928,No
3526,Computer Vision Engineer,Mid,5,Bachelor's,"CUDA, Object Detection, Deep Learning, PyTorch, OpenCV, Image Processing, Cloud (AWS/GCP/Azure), TensorFlow","TensorFlow, CUDA, PyTorch",AWS ML Specialty,Tech,Full-time,"Dublin, Ireland",Large,117762,Hybrid
3527,Data Analyst,Entry,2,Master's,"Business Intelligence, Python, Visualization, Data Cleaning, Excel","Google Sheets, Tableau",,Marketing,Full-time,"Seattle, WA",Mid-size,74063,Hybrid
3528,Data Scientist,Senior,13,PhD,"APIs, Cloud (AWS/GCP/Azure), Statistics, Python, Pandas","Tableau, Jupyter, scikit-learn",AWS ML Specialty,Retail,Internship,"San Francisco, CA",Large,64699,No
3529,Data Analyst,Entry,1,Master's,"Business Intelligence, Data Cleaning, Reporting, NumPy, Python, Tableau, Communication, Statistics","Power BI, Excel",Google Data Analytics,Healthcare,Full-time,"Bangalore, India",Large,64944,Yes
3530,AI Product Manager,Senior,15,PhD,"Strategy, Stakeholder Management, Communication, Agile, Roadmapping, Product Management, Statistics, User Research","Mixpanel, Jira",,Healthcare,Full-time,"San Francisco, CA",Large,146922,No
3531,AI Researcher,Senior,10,Bachelor's,"Statistics, Experimentation, Research, Deep Learning, Mathematics","PyTorch, Overleaf",,Finance,Full-time,"Seattle, WA",Mid-size,238889,Hybrid
3532,Data Analyst,Entry,2,Bachelor's,"Tableau, Data Cleaning, Business Intelligence, Power BI, Python, Cloud (AWS/GCP/Azure), Statistics, Visualization","Looker, Power BI, Google Sheets",Tableau Desktop Specialist,Marketing,Full-time,"New York, NY",Mid-size,70753,Yes
3533,Quant Researcher,Mid,2,Master's,"Financial Modeling, Backtesting, Mathematics, Statistics, Derivatives Pricing, Linux",R,FRM,Insurance,Full-time,"San Francisco, CA",Large,150244,No
3534,NLP Engineer,Mid,5,Master's,"PyTorch, NLP, BERT, Python, Language Models, Communication",Hugging Face,DeepLearning.AI NLP,E-commerce,Full-time,"San Francisco, CA",Startup,115806,No
3535,AI Researcher,Mid,5,Master's,"Algorithm Design, Data Analysis, LaTeX, PyTorch, Experimentation","PyTorch, Weights & Biases, SLURM",ICLR Paper Publication,Finance,Full-time,"Atlanta, GA",Large,167626,No
3536,Data Engineer,Mid,3,Master's,"APIs, Airflow, SQL, ETL, Hadoop, Pipeline Design, Cloud (AWS/GCP/Azure)","Redshift, dbt",AWS Data Analytics,Telecom,Contract,"Austin, TX",Large,121831,Yes
3537,NLP Engineer,Mid,3,Bachelor's,"Tokenization, Deep Learning, Communication, Hugging Face, PyTorch, NLP, Language Models, Git",FastAPI,,Finance,Full-time,"Boston, MA",Startup,110154,Hybrid
3538,Data Analyst,Mid,6,Bachelor's,"Business Intelligence, SQL, Tableau, Reporting, Statistics",Looker,Google Data Analytics,E-commerce,Full-time,"Atlanta, GA",Large,87992,No
3539,AI Researcher,Mid,6,Master's,"Machine Learning, Deep Learning, LaTeX, Git, PyTorch, Algorithm Design, Research",PyTorch,NeurIPS Paper,Robotics,Full-time,"New York, NY",Startup,133772,Yes
3540,ML Engineer,Mid,6,Master's,"Docker, APIs, Kubernetes, Problem Solving, PyTorch, CI/CD","PyTorch, Docker, Kubernetes",AWS ML Specialty,Defense,Contract,"Austin, TX",Startup,154414,Hybrid
3541,Data Scientist,Mid,4,Master's,"A/B Testing, NumPy, Machine Learning, Statistics, Pandas","MLflow, Jupyter, Tableau",AWS ML Specialty,Finance,Full-time,"Dublin, Ireland",Large,97115,No
3542,Data Scientist,Mid,2,PhD,"A/B Testing, Problem Solving, Statistics, Data Analysis, Storytelling","Tableau, Jupyter",Google Professional ML Engineer,Finance,Full-time,"Bangalore, India",Mid-size,100424,Hybrid
3543,AI Researcher,Senior,13,PhD,"APIs, Python, PyTorch, Experimentation, Algorithm Design","Overleaf, SLURM",ICLR Paper Publication,Academia,Full-time,"Bangalore, India",Large,259656,No
3544,Data Scientist,Senior,13,Master's,"SQL, A/B Testing, Python, Pandas, NumPy, Statistics, Machine Learning",Spark,AWS ML Specialty,Tech,Full-time,"Chicago, IL",Large,196882,Yes
3545,Data Scientist,Mid,2,PhD,"A/B Testing, SQL, Machine Learning, Python, Feature Engineering, Storytelling, Excel",Jupyter,AWS ML Specialty,Healthcare,Full-time,"Paris, France",Mid-size,138417,Hybrid
3546,Data Scientist,Entry,1,Bachelor's,"NumPy, Python, SQL, Feature Engineering, Storytelling, Communication, Machine Learning","Jupyter, Tableau, scikit-learn",,E-commerce,Full-time,"Chicago, IL",Large,91297,Yes
3547,AI Product Manager,Senior,9,Master's,"Roadmapping, Product Management, Agile, Pandas, Stakeholder Management","Mixpanel, Jira",PMI-ACP,Education,Full-time,"Boston, MA",Mid-size,164536,No
3548,Data Analyst,Mid,4,Master's,"Statistics, Excel, Reporting, Power BI, Data Analysis, Problem Solving, Tableau","Google Sheets, Tableau",Google Data Analytics,Retail,Contract,"Toronto, Canada",Large,119563,Yes
3549,ML Engineer,Senior,8,PhD,"APIs, Model Deployment, Docker, Scikit-learn, Python, Communication, CI/CD",PyTorch,GCP Professional ML,Tech,Full-time,"Chicago, IL",Mid-size,212363,Yes
3550,ML Engineer,Senior,8,Master's,"CI/CD, Kubernetes, Machine Learning, Cloud (AWS/GCP/Azure), PyTorch",TensorFlow,AWS ML Specialty,Healthcare,Full-time,"Bangalore, India",Large,190987,No
3551,AI Product Manager,Entry,0,Master's,"SQL, Data Analysis, NumPy, Roadmapping, User Research, Machine Learning, Communication",Mixpanel,CSPO,Healthcare,Contract,"Bangalore, India",Startup,98787,Hybrid
3552,AI Researcher,Entry,0,Bachelor's,"PyTorch, Deep Learning, Statistics, Publications, LaTeX, Algorithm Design, Experimentation","PyTorch, Weights & Biases",ICLR Paper Publication,Healthcare,Full-time,Washington DC,Large,116840,Yes
3553,ML Engineer,Senior,12,PhD,"Kubernetes, CI/CD, Model Deployment, Machine Learning, Cloud (AWS/GCP/Azure), Scikit-learn, PyTorch","Docker, TensorFlow, FastAPI",GCP Professional ML,E-commerce,Full-time,Washington DC,Large,208600,No
3554,AI Researcher,Entry,1,Bachelor's,"Publications, Python, NumPy, Git, Statistics, PyTorch, Mathematics, LaTeX","Overleaf, JAX, Weights & Biases",ICLR Paper Publication,Finance,Contract,"Paris, France",Startup,107566,Yes
3555,NLP Engineer,Senior,15,PhD,"Tokenization, NLP, PyTorch, Transformers, Linux, BERT","Hugging Face, NLTK, spaCy",,Healthcare,Full-time,"Amsterdam, Netherlands",Mid-size,189035,Hybrid
3556,NLP Engineer,Entry,0,Master's,"NLP, Mathematics, Excel, PyTorch, BERT, Data Analysis, Transformers","FastAPI, PyTorch, spaCy",,Media,Full-time,Washington DC,Large,82175,Yes
3557,Data Scientist,Entry,0,Bachelor's,"Storytelling, Deep Learning, Python, Machine Learning, SQL, Pandas, A/B Testing, Mathematics",MLflow,,Finance,Full-time,"Atlanta, GA",Large,83096,Hybrid
3558,Data Scientist,Mid,3,PhD,"Storytelling, Pandas, Machine Learning, Scikit-learn, Git, A/B Testing, Statistics",scikit-learn,Google Professional ML Engineer,Tech,Internship,"Chicago, IL",Startup,45164,No
3559,AI Product Manager,Senior,12,PhD,"Roadmapping, Communication, Strategy, User Research, Product Management, Visualization, Machine Learning",Jira,PMI-ACP,Finance,Full-time,"Seattle, WA",Large,145916,No
3560,AI Product Manager,Senior,12,Bachelor's,"Scikit-learn, Product Management, Communication, Visualization, Roadmapping, Machine Learning, Strategy","Mixpanel, Tableau, Figma",,Education,Full-time,"Paris, France",Startup,178905,Yes
3561,Data Scientist,Mid,3,Master's,"Python, SQL, Visualization, Statistics, Linux, Scikit-learn","Spark, Jupyter, scikit-learn",AWS ML Specialty,Tech,Part-time,"New York, NY",Mid-size,76558,No
3562,AI Researcher,Senior,15,Bachelor's,"Experimentation, Research, PyTorch, Deep Learning, Scikit-learn, Python, Excel","PyTorch, JAX",ICLR Paper Publication,Robotics,Full-time,"Atlanta, GA",Large,206553,Hybrid
3563,Data Scientist,Entry,0,Bachelor's,"Storytelling, Feature Engineering, Deep Learning, Statistics, Communication",MLflow,Google Professional ML Engineer,Tech,Remote,"Amsterdam, Netherlands",Startup,77724,Yes
3564,Data Scientist,Senior,15,Master's,"Statistics, Feature Engineering, Scikit-learn, Deep Learning, Pandas","scikit-learn, MLflow",Google Professional ML Engineer,Tech,Full-time,"Chicago, IL",Mid-size,174658,Hybrid
3565,AI Researcher,Senior,9,Bachelor's,"Algorithm Design, Statistics, Scikit-learn, Mathematics, Research, PyTorch, Publications, Python","PyTorch, Weights & Biases, Overleaf",ICLR Paper Publication,Healthcare,Internship,"London, UK",Startup,97462,Yes
3566,AI Product Manager,Entry,2,Master's,"APIs, Product Management, Communication, Roadmapping, Agile, Machine Learning, SQL",Figma,Google PM Certificate,Education,Contract,"Amsterdam, Netherlands",Large,109400,No
3567,Data Engineer,Entry,0,Bachelor's,"Airflow, SQL, Python, Machine Learning, ETL, Data Warehousing, Kafka","Redshift, Kafka",AWS Data Analytics,Telecom,Full-time,"Amsterdam, Netherlands",Mid-size,76364,Yes
3568,Data Engineer,Entry,1,Master's,"APIs, Data Warehousing, Airflow, SQL, ETL, Kafka","Redshift, Kafka",Databricks Associate,E-commerce,Contract,"San Francisco, CA",Startup,90513,No
3569,Computer Vision Engineer,Mid,6,Master's,"Visualization, CUDA, Scikit-learn, TensorFlow, Object Detection, Machine Learning",PyTorch,NVIDIA DLI,Healthcare,Part-time,"New York, NY",Startup,70342,Yes
3570,ML Engineer,Entry,2,Master's,"PyTorch, Kubernetes, APIs, CI/CD, Python, Machine Learning, Cloud (AWS/GCP/Azure)",TensorFlow,,Healthcare,Part-time,"Bangalore, India",Startup,52413,Yes
3571,Data Engineer,Senior,11,PhD,"Kafka, SQL, Cloud (AWS/GCP/Azure), Hadoop, Python, Data Warehousing, ETL","Airflow, Kafka, Spark",Databricks Associate,Logistics,Part-time,"Berlin, Germany",Startup,96391,No
3572,Data Scientist,Mid,5,PhD,"Deep Learning, Machine Learning, Scikit-learn, Linux, Pandas, Statistics, Storytelling, Git","scikit-learn, MLflow, Spark",AWS ML Specialty,Tech,Full-time,"New York, NY",Mid-size,128387,Hybrid
3573,Data Scientist,Entry,1,Bachelor's,"Pandas, Feature Engineering, Deep Learning, Storytelling, Scikit-learn, A/B Testing","Jupyter, Spark",AWS ML Specialty,Finance,Full-time,"Atlanta, GA",Startup,75890,Hybrid
3574,Data Scientist,Senior,11,Bachelor's,"Cloud (AWS/GCP/Azure), Deep Learning, A/B Testing, Pandas, Scikit-learn, Data Analysis, Statistics","Spark, MLflow, scikit-learn",AWS ML Specialty,Tech,Full-time,"Los Angeles, CA",Mid-size,190128,Yes
3575,Computer Vision Engineer,Mid,6,Bachelor's,"TensorFlow, Scikit-learn, Image Processing, Git, OpenCV, NumPy","PyTorch, OpenCV",AWS ML Specialty,Defense,Contract,"Sydney, Australia",Mid-size,152060,Yes
3576,Data Engineer,Mid,5,Master's,"Spark, Kafka, ETL, Data Warehousing, Communication, Python, SQL","Redshift, Kafka, dbt",GCP Professional Data Engineer,Healthcare,Full-time,"Denver, CO",Mid-size,139006,Yes
3577,Computer Vision Engineer,Mid,5,PhD,"CNNs, Object Detection, Machine Learning, Image Processing, Mathematics, OpenCV, Computer Vision","Roboflow, TensorFlow, CUDA",AWS ML Specialty,Retail,Full-time,Washington DC,Large,126956,Yes
3578,NLP Engineer,Entry,2,Master's,"BERT, Hugging Face, Statistics, Python, Git, Tokenization, Transformers, Deep Learning","PyTorch, spaCy",DeepLearning.AI NLP,Legal,Full-time,"Atlanta, GA",Mid-size,104358,Hybrid
3579,ML Engineer,Mid,4,Master's,"Kubernetes, Scikit-learn, Model Deployment, PyTorch, Excel, Cloud (AWS/GCP/Azure), Linux, APIs","TensorFlow, Docker",Azure AI Engineer,Tech,Full-time,"San Francisco, CA",Startup,149959,Yes
3580,AI Researcher,Mid,4,Master's,"LaTeX, Statistics, PyTorch, Python, Algorithm Design, Research, Publications",SLURM,,Robotics,Remote,"Austin, TX",Mid-size,153330,Yes
3581,Data Analyst,Senior,9,Bachelor's,"Visualization, Python, SQL, Business Intelligence, Data Cleaning",Tableau,Google Data Analytics,E-commerce,Full-time,"London, UK",Mid-size,153008,Yes
3582,Data Analyst,Senior,11,PhD,"Data Analysis, Business Intelligence, SQL, Power BI, Statistics","Power BI, Tableau, Excel",Tableau Desktop Specialist,Retail,Full-time,"Paris, France",Mid-size,145876,Yes
3583,AI Researcher,Mid,3,Bachelor's,"Algorithm Design, Deep Learning, Research, Statistics, Linux, Communication, LaTeX","JAX, Overleaf",,Tech,Remote,"San Francisco, CA",Mid-size,160003,Yes
3584,ML Engineer,Mid,3,Bachelor's,"CI/CD, Scikit-learn, Deep Learning, PyTorch, Machine Learning, APIs, Docker",Kubernetes,GCP Professional ML,Healthcare,Full-time,"Atlanta, GA",Mid-size,130959,Yes
3585,Data Analyst,Entry,1,Bachelor's,"Python, Reporting, Data Cleaning, Power BI, Tableau","Tableau, Excel",,Finance,Internship,"Denver, CO",Large,25262,Hybrid
3586,Data Engineer,Senior,7,Bachelor's,"Airflow, Excel, Python, Hadoop, SQL, Pandas",Kafka,Databricks Associate,Tech,Full-time,"Sydney, Australia",Large,200723,No
3587,Computer Vision Engineer,Senior,13,Bachelor's,"Image Processing, PyTorch, Computer Vision, OpenCV, Deep Learning, Object Detection","TensorFlow, PyTorch, Roboflow",NVIDIA DLI,Retail,Contract,"Berlin, Germany",Startup,247036,Hybrid
3588,ML Engineer,Entry,1,Bachelor's,"CI/CD, Data Analysis, PyTorch, Model Deployment, Cloud (AWS/GCP/Azure)","Docker, PyTorch",Azure AI Engineer,E-commerce,Full-time,"Chicago, IL",Mid-size,82130,No
3589,Quant Researcher,Mid,3,Master's,"SQL, Python, Statistics, Derivatives Pricing, Mathematics, Financial Modeling, Risk Modeling, Stochastic Calculus","QuantLib, R, Bloomberg",FRM,Insurance,Internship,"Chicago, IL",Large,68022,No
3590,Data Analyst,Entry,0,Bachelor's,"Statistics, Reporting, Power BI, Machine Learning, Data Cleaning, Visualization, Excel, Business Intelligence","Tableau, Excel",Tableau Desktop Specialist,Retail,Full-time,Washington DC,Mid-size,62885,No
3591,AI Product Manager,Entry,1,Master's,"Git, SQL, Data Analysis, Agile, Stakeholder Management",Confluence,,Tech,Full-time,"Denver, CO",Large,87444,No
3592,Data Analyst,Mid,6,Master's,"Statistics, Power BI, Data Cleaning, Business Intelligence, Visualization, Excel",Power BI,Tableau Desktop Specialist,Marketing,Full-time,"Bangalore, India",Mid-size,100370,Yes
3593,Data Scientist,Entry,1,Bachelor's,"Linux, SQL, Pandas, Statistics, Machine Learning, Storytelling, Scikit-learn","Spark, MLflow",,Finance,Full-time,"Austin, TX",Mid-size,87002,No
3594,AI Product Manager,Entry,2,Bachelor's,"Data Analysis, Problem Solving, User Research, Agile, Product Management, Strategy","Tableau, Mixpanel",,SaaS,Full-time,"Boston, MA",Mid-size,94039,Yes
3595,NLP Engineer,Mid,4,Master's,"BERT, Tokenization, Data Analysis, Language Models, Text Processing, Excel, Python","spaCy, PyTorch, Hugging Face",Hugging Face Course,E-commerce,Remote,Washington DC,Large,124560,Yes
3596,NLP Engineer,Entry,1,Master's,"Transformers, Tokenization, Problem Solving, Hugging Face, Cloud (AWS/GCP/Azure)","Hugging Face, spaCy",Hugging Face Course,Media,Full-time,"Austin, TX",Mid-size,75386,No
3597,Quant Researcher,Mid,2,Master's,"Financial Modeling, Problem Solving, Monte Carlo, Stochastic Calculus, Derivatives Pricing, Mathematics",Bloomberg,FRM,Consulting,Contract,"New York, NY",Large,218259,Yes
3598,NLP Engineer,Mid,5,PhD,"Text Processing, Transformers, NumPy, Data Analysis, Statistics, Hugging Face","Hugging Face, FastAPI, spaCy",Hugging Face Course,E-commerce,Full-time,"New York, NY",Large,115167,Hybrid
3599,Computer Vision Engineer,Mid,5,Master's,"SQL, Python, Git, CNNs, APIs, Object Detection",PyTorch,NVIDIA DLI,Defense,Full-time,"Seattle, WA",Mid-size,120072,Yes
3600,Computer Vision Engineer,Entry,1,Bachelor's,"Problem Solving, OpenCV, CUDA, CNNs, Deep Learning, Image Processing, Python, SQL","CUDA, Roboflow",NVIDIA DLI,Retail,Contract,"London, UK",Large,122581,No
3601,Data Scientist,Senior,11,Master's,"SQL, Machine Learning, A/B Testing, Statistics, Deep Learning, Linux, Scikit-learn",scikit-learn,Google Professional ML Engineer,Retail,Full-time,"Bangalore, India",Mid-size,152897,Hybrid
3602,Data Scientist,Mid,3,Bachelor's,"NumPy, Storytelling, Statistics, Python, Deep Learning, Scikit-learn, SQL",MLflow,,Retail,Full-time,"Boston, MA",Large,95096,Hybrid
3603,Computer Vision Engineer,Mid,4,Bachelor's,"PyTorch, Python, CUDA, TensorFlow, OpenCV",Roboflow,AWS ML Specialty,Tech,Contract,"Amsterdam, Netherlands",Large,178567,No
3604,Quant Researcher,Mid,4,Master's,"Python, Stochastic Calculus, Risk Modeling, Mathematics, APIs, Machine Learning, Financial Modeling, Monte Carlo","KDB+, QuantLib",CFA Level I,Finance,Contract,"San Francisco, CA",Large,205213,Hybrid
3605,Data Scientist,Mid,5,Bachelor's,"Pandas, NumPy, Feature Engineering, SQL, Deep Learning, Mathematics, Scikit-learn, Python",scikit-learn,,Finance,Full-time,"Toronto, Canada",Startup,105952,Hybrid
3606,Computer Vision Engineer,Entry,1,Bachelor's,"PyTorch, OpenCV, Image Processing, CUDA, Object Detection, Computer Vision, Cloud (AWS/GCP/Azure), TensorFlow","TensorFlow, PyTorch, Roboflow",AWS ML Specialty,Defense,Contract,"Bangalore, India",Large,88325,Yes
3607,Data Scientist,Mid,4,PhD,"Pandas, Feature Engineering, Cloud (AWS/GCP/Azure), SQL, A/B Testing, Scikit-learn, Storytelling","Spark, scikit-learn",Google Professional ML Engineer,Finance,Remote,"Toronto, Canada",Large,97549,Yes
3608,Computer Vision Engineer,Mid,5,PhD,"TensorFlow, Machine Learning, Statistics, Image Processing, PyTorch","PyTorch, TensorFlow, CUDA",NVIDIA DLI,Tech,Full-time,"Paris, France",Large,120458,Hybrid
3609,ML Engineer,Senior,14,PhD,"APIs, Visualization, Machine Learning, Python, Cloud (AWS/GCP/Azure), Model Deployment, Data Analysis","FastAPI, Kubernetes, PyTorch",Azure AI Engineer,Automotive,Remote,"Berlin, Germany",Mid-size,179588,Yes
3610,Data Scientist,Mid,4,Bachelor's,"Machine Learning, Python, Pandas, SQL, A/B Testing, Feature Engineering, Storytelling, Data Analysis","Jupyter, scikit-learn",Google Professional ML Engineer,Retail,Full-time,"Los Angeles, CA",Large,102876,No
3611,NLP Engineer,Entry,0,Master's,"Scikit-learn, PyTorch, Python, Hugging Face, Tokenization, NLP, Deep Learning, BERT","spaCy, FastAPI",,Tech,Part-time,"Chicago, IL",Mid-size,44058,Hybrid
3612,Computer Vision Engineer,Mid,3,Master's,"TensorFlow, Git, CNNs, Object Detection, OpenCV, Deep Learning",OpenCV,NVIDIA DLI,Retail,Full-time,"Los Angeles, CA",Mid-size,149183,Yes
3613,Data Scientist,Entry,0,Master's,"Scikit-learn, Feature Engineering, Storytelling, APIs, Git",MLflow,AWS ML Specialty,E-commerce,Contract,"Sydney, Australia",Mid-size,99287,Yes
3614,Data Scientist,Mid,2,Master's,"Excel, Cloud (AWS/GCP/Azure), Scikit-learn, Feature Engineering, Pandas, Statistics",scikit-learn,Google Professional ML Engineer,Finance,Internship,Remote,Startup,50003,Yes
3615,AI Product Manager,Mid,3,Master's,"Mathematics, Machine Learning, Agile, Roadmapping, SQL","Tableau, Confluence, Jira",Google PM Certificate,Tech,Full-time,Singapore,Mid-size,108723,Yes
3616,Data Analyst,Entry,2,Bachelor's,"Excel, NumPy, Data Cleaning, Tableau, Visualization, Communication",Power BI,,Retail,Full-time,"Paris, France",Large,58925,Yes
3617,AI Product Manager,Mid,5,Bachelor's,"User Research, Strategy, Mathematics, Roadmapping, Communication, SQL",Tableau,PMI-ACP,Finance,Full-time,"Austin, TX",Startup,138804,No
3618,Data Scientist,Mid,3,Master's,"Storytelling, Machine Learning, SQL, Scikit-learn, Excel, A/B Testing","MLflow, Spark",AWS ML Specialty,E-commerce,Full-time,"Denver, CO",Startup,106318,Yes
3619,AI Product Manager,Mid,5,Master's,"APIs, Python, Agile, Data Analysis, Product Management, Machine Learning, Strategy","Mixpanel, Jira",Google PM Certificate,Tech,Remote,"Toronto, Canada",Mid-size,120903,Yes
3620,AI Researcher,Mid,5,PhD,"LaTeX, Scikit-learn, Statistics, Experimentation, PyTorch, Deep Learning",Weights & Biases,NeurIPS Paper,Defense,Full-time,"Sydney, Australia",Large,170274,No
3621,ML Engineer,Entry,1,Master's,"Mathematics, Cloud (AWS/GCP/Azure), Python, Linux, Scikit-learn, Machine Learning","Kubernetes, PyTorch",AWS ML Specialty,Finance,Full-time,"Boston, MA",Large,99279,Yes
3622,ML Engineer,Senior,15,PhD,"Machine Learning, Kubernetes, Scikit-learn, SQL, PyTorch, Model Deployment","Docker, FastAPI, Kubernetes",Azure AI Engineer,Tech,Remote,"Toronto, Canada",Large,170415,Yes
3623,Quant Researcher,Entry,2,Bachelor's,"Mathematics, Backtesting, Derivatives Pricing, Monte Carlo, Risk Modeling, Git","Python, KDB+, R",,Insurance,Full-time,"Boston, MA",Large,105175,Yes
3624,Quant Researcher,Mid,2,Master's,"Derivatives Pricing, Financial Modeling, Risk Modeling, Communication, Machine Learning, R, Python","Bloomberg, KDB+",,Banking,Full-time,"San Francisco, CA",Large,162653,No
3625,Data Analyst,Senior,14,Bachelor's,"Data Cleaning, Visualization, Business Intelligence, Tableau, Data Analysis, Python","Tableau, Google Sheets",,E-commerce,Full-time,"New York, NY",Startup,147690,No
3626,AI Product Manager,Entry,1,Bachelor's,"Communication, Cloud (AWS/GCP/Azure), Scikit-learn, User Research, Data Analysis","Confluence, Mixpanel, Figma",CSPO,Tech,Full-time,"Seattle, WA",Large,84071,No
3627,ML Engineer,Mid,4,PhD,"SQL, Scikit-learn, Kubernetes, Model Deployment, NumPy, Cloud (AWS/GCP/Azure), PyTorch, Docker",FastAPI,GCP Professional ML,Defense,Part-time,"Chicago, IL",Large,75882,No
3628,Data Analyst,Entry,2,Master's,"Python, Statistics, Scikit-learn, Data Cleaning, Business Intelligence, Tableau, Visualization, Power BI",Tableau,,E-commerce,Remote,"Austin, TX",Mid-size,59649,Yes
3629,Quant Researcher,Senior,9,PhD,"Monte Carlo, R, Linux, Statistics, Excel, Python, Mathematics","Python, KDB+",CFA Level I,Hedge Fund,Full-time,"Austin, TX",Large,323110,No
3630,Computer Vision Engineer,Mid,4,Bachelor's,"CUDA, Scikit-learn, Image Processing, CNNs, NumPy","Roboflow, OpenCV, CUDA",NVIDIA DLI,Automotive,Part-time,"Toronto, Canada",Large,65292,Hybrid
3631,Data Scientist,Mid,4,Master's,"SQL, Python, Feature Engineering, Storytelling, Statistics, A/B Testing, Scikit-learn, Machine Learning","scikit-learn, Spark, Tableau",AWS ML Specialty,Finance,Full-time,"Dublin, Ireland",Mid-size,111606,Hybrid
3632,AI Product Manager,Mid,4,Bachelor's,"Strategy, Cloud (AWS/GCP/Azure), Data Analysis, Roadmapping, Communication, Agile","Figma, Mixpanel, Tableau",Google PM Certificate,SaaS,Full-time,"Atlanta, GA",Large,108042,Yes
3633,AI Product Manager,Mid,5,PhD,"Roadmapping, Stakeholder Management, Data Analysis, SQL, Machine Learning","Jira, Figma, Confluence",Google PM Certificate,SaaS,Contract,Remote,Mid-size,120930,Yes
3634,AI Researcher,Senior,8,Bachelor's,"Mathematics, Research, LaTeX, Statistics, Algorithm Design",JAX,NeurIPS Paper,Robotics,Full-time,"Paris, France",Large,267784,No
3635,ML Engineer,Entry,1,Bachelor's,"Scikit-learn, PyTorch, Problem Solving, Machine Learning, Python, Kubernetes, CI/CD","TensorFlow, Docker, FastAPI",AWS ML Specialty,Automotive,Internship,Singapore,Mid-size,37523,No
3636,Data Analyst,Senior,13,Master's,"Communication, Business Intelligence, Power BI, Statistics, Excel, NumPy, SQL, Python","Google Sheets, Tableau, Excel",Google Data Analytics,Marketing,Remote,"Austin, TX",Mid-size,146828,Yes
3637,Data Scientist,Entry,0,Bachelor's,"Scikit-learn, Storytelling, Deep Learning, Git, A/B Testing, Pandas","scikit-learn, Spark, MLflow",Google Professional ML Engineer,Finance,Full-time,"Dublin, Ireland",Startup,85333,Hybrid
3638,ML Engineer,Entry,2,Bachelor's,"Model Deployment, Machine Learning, SQL, Git, Pandas",Docker,AWS ML Specialty,Automotive,Contract,"Dublin, Ireland",Mid-size,109115,Hybrid
